inETIP,subcategory,company,website,country,code_sig,network_sig,documentation,potential maven page,potential maven repo,potential github
,Mobile Marketing,MobStac,mobstac.com,India,,,,https://bintray.com/mobstac,https://dl.bintray.com/mobstac/maven/,https://github.com/mobstac
,Mobile Marketing,Mobusi,mobusi.com,,,,,,,https://github.com/mobusi
,,MobVision,,,,,,,,https://github.com/MobVision
ETIP,Mobile Marketing,Mobvista,mobvista.com,,com.mobvista.msdk,,,,,
,,MobYD,mobyd.com,Lisbon,,,,,,https://github.com/mobyd
ETIP,Mobile Marketing,MOCA,mocaplatform.com,,,,,,,
,,Mocean Mobile/ Mojiva,moceanmobile.com,USA,,,,,,https://github.com/moceanmobile
,,Mochi Media,,,,,,,,https://github.com/Mochi
,,Mocoplex,,,com.mocoplex,,,,,https://github.com/Mocoplex
ETIP,Mobile Marketing,MoEngage Inc.,moengage.com,,com.moengage.,apiv2.moengage.com,,,,
,,mologiq,mologiq.com,,com.mologiq,,,,,https://github.com/mologiq
,Mobile Marketing,Monotype,swyftmedia.com,,,,,,,
ETIP,,Moodmedia,us.moodmedia.com,,com.moodmedia,moodpresence.com,,,,
,,Moolah Media,moolahmedia.com,USA,,,,,,https://github.com/moolahmedia
,Mobile Marketing,Moovweb,moovweb.com,,,,,,,https://github.com/moovweb
,,Mopapp,,,,,,,,https://github.com/Mopapp
ETIP,Mobile Marketing,MoPub (Twitter),mopub.com,,com.mopub.mobileads|com.mopub.dg.adsdk,mopub\.com,,,,
,,Motive Interactive,motiveinteractive.com,USA,,,,,,
,,Motricity (Voltari),voltari.com,USA,,,,,,
,Mobile & Web Analytics,Mouseflow,mouseflow.com,,,,,,,https://github.com/mouseflow
,Mobile & Web Analytics,MouseStats,mousestats.com,,,,,,,https://github.com/mousestats
,,Movend (Stream Media Pte Ltd.),,,,,,,,
,,Movile,,,,,,https://bintray.com/Movile,,https://github.com/Movile
,Mobile & Web Analytics,Moz,moz.com,,,,,,,https://github.com/moz
,Mobile Marketing,Mozeo,mozeo.com,,,,,,,https://github.com/mozeo
ETIP,,Mozilla Telemetry,wiki.mozilla.org/telemetry,,org.mozilla.telemetry|org.mozilla.gecko.telemetry,,,,,
ETIP,Customer Data Platform,mParticle,mparticle.com,,com.mparticle,,,,,
,,mPoint Media,,,,,,,,https://github.com/mPointMedia
,,MPP Global Solutions,,,,,,https://bintray.com/mpp,,https://github.com/MPPGlobal
,iPaaS Cloud/Data Integration & Tag Management,MuleSoft,mulesoft.com,,,,,,,https://github.com/mulesoft
,Customer Data Platform,MVPaudience bi Umbel,umbel.com,,com.umbel.,,,,,https://github.com/umbel
ETIP,,myTarget,target.my.com,,com.my.target,,,,,
ETIP,,myTracker,tracker.my.com/promo,,com.my.tracker,,,,,
,Retail Proximity & IoT Marketing,nalkip,nalkip.com,,,,,,,
,Display & Programmatic Advertising,Nanigans,nanigans.com,,com.nanigans,,,,,https://github.com/nanigans
,,NAS Media,,,,,,,,https://github.com/NASMedia
,Native/Content Advertising,Native Ads,nativeads.com,,,,,,,https://github.com/nativeads
ETIP,Native/Content Advertising,NativeX,nativex.com,USA,com.nativex|com.w3i,,,,,
,Native/Content Advertising,Nativo,nativo.com,,net.nativo.sdk,,,,,https://github.com/nativo
,Mobile Marketing,Near,near.co,,,,,,,https://github.com/near
,Mobile & Web Analytics,Nec,nec.com,,com.nec.,,,,,https://github.com/nec
ETIP,Mobile Marketing,Nend,nend.net,Japan,net.nend.android.,,,,,
,Mobile & Web Analytics,Netbiscuits,netbiscuits.com,,com.netbiscuits.bild.android.,,,,,https://github.com/netbiscuits
,Governance Compliance and Privacy,Netwrix,netwrix.com,,,,,,,
,,Neverblue,neverblue.com,Canada,,,,,,
ETIP,Mobile & Web Analytics,New Relic,newrelic.com,,com.newrelic,,,,,
,,new.appsfire,,,,,,,,https://github.com/appsfire
,Retail Proximity & IoT Marketing,NewStore,newstore.com,,,,,,,https://github.com/newstore
ETIP,,Nexage,nexage.com,USA,com.nexage,,,,,
,Display & Programmatic Advertising,Nielsen,nielsen.com,,com.nielsen.app.sdk,,,,,https://github.com/nielsen
,Mobile & Web Analytics,NinjaCat,ninjacat.io,,,,,,,https://github.com/ninjacat
,Mobile Marketing,NinthDecimal,ninthdecimal.com,,,,,,,https://github.com/ninthdecimal
,,Noqoush,noqoush.com,UAE,,,,,,https://github.com/noqoush
,,Norc Media,norcmedia.com,UK,,,,,,
,Mobile Marketing,Notificare,notificare.com,,,,,,,https://github.com/notificare
,Mobile Marketing,NotifyFox,notifyfox.com,,,,,,,
,Mobile Marketing,Nuance,nuance.com,,com.nuance.nmsp.client.sdk,,,https://bintray.com/nuance,https://dl.bintray.com/nuance/maven/,https://github.com/nuance
,Retail Proximity & IoT Marketing,Nucleus.vision,nucleus.vision,,,,,,,
,Mobile & Web Analytics,Nuevora,nuevora.com,,,,,,,https://github.com/nuevora
,DMP,nugg.ad,nugg.ad,,ad.nugg.android.,,,,,
,Retail Proximity & IoT Marketing,Numerator,numerator.com,,,,,,,https://github.com/numerator
,Mobile Marketing,Nuviad,nuviad.com,,,,,,,https://github.com/nuviad
,Retail Proximity & IoT Marketing,NXTclick,nxt.click,,,,,,,
,Display & Programmatic Advertising,Oath (formerly Millenial Media/One by AOL),oath.com,USA,com.millennialmedia,contextual.media.net|media.net|millennialmedia.com|adtech\.de,,,,
ETIP,,OfferMobi,offermobi.com,USA,,,,,,
,,Offers Total,,,,,,,,https://github.com/Offers
,Retail Proximity & IoT Marketing,Offrie,offrie.com,,,,,,,
ETIP,,Ogury Presage,presage.io,,io.presage,,,,,
,Retail Proximity & IoT Marketing,Omnia,omniaretail.com,,,,,,,https://github.com/omniaretail
,,Omniata,omniata.com,,com.omniata,,,,,
ETIP,,Omniture,omniture.com,,com.omniture.|com.adobe.adms.measurement,,,,,
,,One Platform Foundation,,,,,,,,
ETIP,Mobile Marketing,OneSignal,onesignal.com,,com.onesignal,,,,,
,Native/Content Advertising,OneSpot,onespot.com,,,,,,,https://github.com/onespot
,Governance Compliance and Privacy,OneTrust,onetrust.com,,,,,,,https://github.com/onetrust
ETIP,Video Marketing,Ooyala,ooyala.com,,com.ooyala,,,https://bintray.com/ooyala,https://dl.bintray.com/ooyala/maven/,https://github.com/ooyala
,Mobile & Web Analytics,Open Web Analytics (OWA),openwebanalytics.com,,,,,,,
ETIP,Mobile Apps,OpenBack,openback.com,,com.openback.android.sdk,,,,,
,Retail Proximity & IoT Marketing,Openbravo Commerce Suite,openbravo.com,,,,,,,https://github.com/openbravo
,Mobile Marketing,OpenMarket,openmarket.com,,,,,,,https://github.com/openmarket
ETIP,Mobile & Web Analytics,Opentracker Mobile App Analytics,opentracker.net,,net.opentracker.android,app.opentracker.net,,,,
ETIP,Display & Programmatic Advertising,OpenX,openx.com,USA,com.openx.android_sdk_openx,,,,,
,,Opera Media,,,,,,,,https://github.com/Opera
,Mobile Marketing,Oplytic,oplytic.com,,com.oplytic.oplyticsdk,,,,,https://github.com/oplytic
,Mobile Marketing,Opt It,optit.com,,,,,,,https://github.com/optit
ETIP,Optimization Personalization & Testing,Optimizely,optimizely.com,,com.optimizely,,,,,
,Retail Proximity & IoT Marketing,Oracle NetSuite,netsuite.com,,,,,,,https://github.com/netsuite
,,Orange Ad Network,orangeadvertisingnetwork.com,France (Global),,,,,,
,Mobile & Web Analytics,Oribi,oribi.io,,,,,https://bintray.com/oribi,,https://github.com/oribi
ETIP,,OtherLevels,otherlevels.com,,com.otherlevels,,,,,
,,Out There Media,out-there-media.com,,,,,,,
ETIP,Native/Content Advertising,OutBrain,outbrain.com,,com.outbrain,,,,,
,,Outfit7 Advertising Network,outfit7.com,,com.outfit7,,,,,https://github.com/outfit7
,Mobile Marketing,Over The Shoulder,overtheshoulder.com,,,,,,,https://github.com/overtheshoulder
,Mobile Marketing,Oxygen8 Group,oxygen8.com,,,,,,,https://github.com/oxygen8
,Retail Proximity & IoT Marketing,Pangearetail,pangearetail.com,,,,,,,
,Mobile Marketing,Papaya,papayamobile.com,,,,,,,https://github.com/papayamobile
,,partners.gamehouse,,,,,,,,
,,PartyTrack,partytrack.it,,it.partytrack.sdk,,,,,
,Mobile & Web Analytics,PaveAI,paveai.com,,,,,,,
,,Pay4results,pay4results.eu,Estonia,,,,,,
,,Paypal X,,,,,,https://bintray.com/Paypal,,https://github.com/Paypal
,Mobile Marketing,PayTunes,paytunes.in,,,,,,,
,Mobile & Web Analytics,Pendomonium,pendo.io,,,,,https://bintray.com/pendo,,https://github.com/pendo
,Retail Proximity & IoT Marketing,Percolata,percolata.com,,,,,,,https://github.com/percolata
,Content Marketing,Percolate,percolate.com,,com.percolate.,,,,,https://github.com/percolate
,,Perfecto Mobile,,,,,,,,https://github.com/PerfectoMobile
,Mobile Marketing,Perion,perion.com,,,,,,,https://github.com/perion
ETIP,,Persona.ly,persona.ly,,ly.persona.sdk,,,,,
,,Phluant Mobile,,,,,,,,
,Mobile Apps,Phunware,phunware.com,,com.phunware.,,,https://bintray.com/phunware,https://dl.bintray.com/phunware/maven/,https://github.com/phunware
,,PhunWare (TapIt),tapit.com,USA,com.tapit,,,,,https://github.com/tapit
,Retail Proximity & IoT Marketing,Phy Platform,bkon.com,,,,,,,https://github.com/bkon
ETIP,,Pilgrim,enterprise.foursquare.com/products/pilgrim,,com.foursquare.pilgrim|com.foursquare.pilgrimsdk.android,sdk.foursquare.com,,,,
ETIP,,PingStart,pingstart.com,,com.pingstart.adsdk,,,,,
ETIP,Search & Social Advertising,Pinterest,pinterest.com,USA,com.pinterest.android.pdk|com.pinterest.sdk,,,,,https://github.com/pinterest
,Retail Proximity & IoT Marketing,Placebag,placebag.com,,,,,,,
ETIP,,Placed,placed.com,,com.placed.client,,,,,
ETIP,Mobile Marketing,PlaceGuru,placer.io,,com.placer.,,,,,
,Mobile & Web Analytics,PlaceIQ,placeiq.com,,,,,,,https://github.com/placeiq
,,PlacePlay,placeplay.com,USA,,,,,,
,,Platform Play,platform-play.com,India,,,,,,
,,Playerize,playerize.com,USA,,,,,,https://github.com/playerize
,,Playhaven,playhaven.com,USA,com.playhaven,,,,,
,,Playrix,,,,,,,,https://github.com/Playrix
,,Plenus,,,,,,,,https://github.com/Plenus
,,Plethora Mobile,plethoramobile.com,USA,,,,,,
ETIP,,plexure,plexure.com,,co.vmob.sdk,,,,,
,,PLR Worldwide Sales,,,,,,,,
,Mobile & Web Analytics,Plusmargin,plusmargin.com,,,,,,,https://github.com/plusmargin
,,PML,,,,,,,,https://github.com/PML
,Mobile Marketing,PocketHive,pockethive.com,,,,,,,
,Mobile Marketing,PocketMath,pocketmath.com,USA,,,,,,https://github.com/pocketmath
,Community & Reviews,Podium,podium.com,,,,,,,https://github.com/podium
ETIP,Retail Proximity & IoT Marketing,Point Inside,pointinside.com,,,,,,,
,Mobile & Web Analytics,Pointillist,pointillist.com,,,,,,,
ETIP,Mobile Marketing,Pokkt,pokkt.com,India,com.pokkt.sdk,,,,,
,Interactive Content,Pollfish,pollfish.com,,com.pollfish,,,https://bintray.com/pollfish,https://dl.bintray.com/pollfish/maven/,https://github.com/pollfish
,,Pontiflex,pontiflex.com,USA,com.pontiflex,,,,,https://github.com/pontiflex
,Mobile & Web Analytics,Popcorn Metrics,popcornmetrics.com,,,,,,,
,Retail Proximity & IoT Marketing,Popdeem,popdeem.com,,,,,https://bintray.com/popdeem,https://dl.bintray.com/popdeem/maven/,https://github.com/popdeem
,,Prime31,prime31.com,,com.prime31,,,,,https://github.com/prime31
,CMS & Web Experience Management,Prismic,prismic.io,,io.prismic.,,,,,https://github.com/prismic
,Mobile Marketing,Privy,privy.com,,,,,https://bintray.com/privy,,https://github.com/privy
,Mobile Apps,Progress,progress.com,,com.progress.,,,,,https://github.com/progress
,Display & Programmatic Advertising,Propeller Ads,propellerads.com,UK,,,,,,https://github.com/propellerads
,Mobile Marketing,ProTexting,protexting.com,,,,,,,https://github.com/protexting
,Retail Proximity & IoT Marketing,Proxama,proxama.com,,,,,https://bintray.com/proxama,,https://github.com/proxama
ETIP,,Proximi,proximi.io,,io.proximi.proximiiolibrary,api.proximi.fi,,,,
,Mobile Marketing,Proximity Kit,proximitykit.radiusnetworks.com,,,,,,,
,Mobile & Web Analytics,Ptengine,ptengine.com,,,,,,,
,,PubCenter (Microsoft Ads),,,,,,,,
,Mobile Marketing,Publicators,publicators.com,,,,,,,
ETIP,Native/Content Advertising,PubMatic,pubmatic.com,,com.pubmatic.sdk,,,,,
ETIP,Mobile Marketing,PubNative,pubnative.net,,net.pubnative.sdk,,,,,
,Native/Content Advertising,Pubocean,pubocean.com,,,,,,,https://github.com/pubocean
,,Puca,puca.com,Ireland,,,,,,https://github.com/puca
,Mobile & Web Analytics,Pulsate Predict,pulsatehq.com,,,,,,,https://github.com/pulsatehq
,Mobile Marketing,PushApps,pushapps.mobi,,,,,,,https://github.com/pushapps
,Mobile Marketing,PushCrew,pushcrew.com,,,,,,,https://github.com/pushcrew
,Mobile Marketing,Pushed,pushed.co,,,,,,,https://github.com/pushed
ETIP,,Pusher,pusher.com,,com.pusher.client,,,,,
,Mobile Marketing,PushMonkey,getpushmonkey.com,,,,,,,
,Mobile Marketing,Pushmote,pushmote.com,,,,,,,https://github.com/pushmote
,Mobile Marketing,PushPrime,pushprime.com,,,,,,,https://github.com/pushprime
ETIP,Mobile Marketing,PushSpring,pushspring.com,,com.pushspring.sdk.pushspring,,,,,
,Mobile Marketing,PushWizard,pushwizard.com,,,,,,,https://github.com/pushwizard
ETIP,Mobile Marketing,PushWoosh,pushwoosh.com,,com.pushwoosh,,,,,
ETIP,Optimization Personalization & Testing,Pyze,pyze.com,,com.pyze,,,,,
,Mobile Marketing,Qriously,qriously.com,,,,,,,https://github.com/qriously
,Retail Proximity & IoT Marketing,Quad Analytix,quadanalytix.com,,,,,https://bintray.com/quadanalytix,,https://github.com/quadanalytix
ETIP,Customer Experience Service & Success,Qualtrics,qualtrics.com,,com.qualtrics.,,,,,
ETIP,Audience/Marketing Data & Data Enhancement,Quantcast,quantcast.com,USA,com.quantcast.measurement,,,,,
,Content Marketing,Quark,quark.com,,com.quark.mobileiq.,,,https://bintray.com/quark,,https://github.com/quark
,Retail Proximity & IoT Marketing,Quicon,quicon.eu,,,,,,,https://github.com/quicon
,,Quixey,quixey.com,USA,,,,,,https://github.com/quixey
,Search & Social Advertising,Quora,quora.com,,com.quora.android.,,,,,https://github.com/quora
ETIP,Mobile Marketing,Radar,radar.io,,io.radar.sdk.radar,,,,,
,Mobile Marketing,RadiumOne,radiumone.com,USA,com.radiumone,,,,,https://github.com/radiumone
ETIP,Retail Proximity & IoT Marketing,Radius Networks,radiusnetworks.com,,com.radiusnetworks,,,,,
,,Raftika (targetcircle AS),raftika.com,Israel,,,,,,
,Mobile Marketing,Rain,rainlocal.com,,,,,,,
,,Ranorex,,,,,,,,https://github.com/Ranorex
,Mobile & Web Analytics,Rapidminer,rapidminer.com,,,,,https://bintray.com/rapidminer,,https://github.com/rapidminer
,Mobile & Web Analytics,Reach Analytics,reachanalytics.com,,,,,,,https://github.com/reachanalytics
,Mobile & Web Analytics,RealEye,realeye.io,,,,,,,https://github.com/realeye
ETIP,Mobile Marketing,Receptiv,receptiv.com,,,,,,,
,Community & Reviews,Reevoo,reevoo.com,,,,,,,https://github.com/reevoo
,iPaaS Cloud/Data Integration & Tag Management,Relay42,relay42.com,,com.relay42.sdk,,,,,https://github.com/relay42
,Mobile Marketing,Remerge,remerge.io,,,,,,,https://github.com/remerge
,Mobile Marketing,Reporo,reporo.com,UK,,,,,,https://github.com/reporo
ETIP,Mobile Marketing,Repro,repro.io,,io.repro.android.,,,https://bintray.com/repro,,https://github.com/repro
,iPaaS Cloud/Data Integration & Tag Management,Restlet,restlet.com,,org.restlet.,,,https://bintray.com/restlet,,https://github.com/restlet
,Retail Proximity & IoT Marketing,Retail Next,retailnext.net,,,,,,,https://github.com/retailnext
,Retail Proximity & IoT Marketing,Retailpro,retailpro.com,,,,,,,https://github.com/retailpro
,Retail Proximity & IoT Marketing,retailwire,retailwire.com,,,,,,,
,,Retargeting,,,,,,,,https://github.com/Retargeting
ETIP,,Retency,retency.com,,com.retency.sdk,,,,,
,Native/Content Advertising,Revcontent,revcontent.com,,,,,,,https://github.com/revcontent
,Mobile & Web Analytics,Revealytics,revealytics.com,,,,,,,https://github.com/revealytics
,Retail Proximity & IoT Marketing,Revionics,revionics.com,,,,,,,https://github.com/revionics
,Mobile Marketing,RevMob,revmobmobileadnetwork.com,,,,,,,https://github.com/revmob
,,RevMob Mobile Ad Network,revmob.com,USA,com.revmob.ads.,,,,,
,Mobile Marketing,Revx,revx.io,,,,,,,https://github.com/revx
,Retail Proximity & IoT Marketing,rewango,rewango.com,,,,,,,
,Display & Programmatic Advertising,RhythmOne,rhythmone.com,,com.rhythmone.ad.sdk,,,,,https://github.com/rhythmone
,,RightMedia,rightmedia.com,USA,,,,,,
,,Rocket Fuel,rocketfuel.com,USA,,,,,,https://github.com/rocketfuel
,Mobile Marketing,RockYou,rockyou.com,,,,,,,https://github.com/rockyou
,Live Chat & Chatbots,ROKO Labs,rokolabs.com,,com.rokolabs.sdk,,,https://bintray.com/rokolabs,,https://github.com/rokolabs
,Mobile Marketing,Rover,rover.io,,io.rover.,,,https://bintray.com/rover,,https://github.com/rover
,,Rovio,rovio.com,Finland,com.rovio.fusion.cloudservicesnativesdk,,,,,https://github.com/rovio
ETIP,,Roximity (Acquired by Verve),roximity.com,,com.roximity.sdk,,,,,
,Retail Proximity & IoT Marketing,RR Donnelley,rrdonnelley.com,,,,,,,https://github.com/rrdonnelley
,,RTB.com (formerly Manage.com),rtb.com,USA,,,,,,https://github.com/rtb
ETIP,Display & Programmatic Advertising,Rubicon Project,rubiconproject.com,USA,com.rfm.sdk.|com.rfm.*,,,,,
,Mobile & Web Analytics,Rubikloud Technologies,rubikloud.com,,,,,,,https://github.com/rubikloud
,Mobile Marketing,Rungopher,rungopher.com,,,,,,,https://github.com/rungopher
ETIP,Mobile Marketing,S4M,s4m.io,,.s4m.,,,,,
,Mobile Marketing,Sabio Mobile,sabiomobile.com,,,,,,,https://github.com/sabiomobile
ETIP,,Safe Graph,safegraph.com,,com.safegraph.|com.openlocate,,,,,
,Mobile & Web Analytics,SalesChoice,saleschoice.com,,,,,,,https://github.com/saleschoice
ETIP,Mobile Apps,Salesforce,salesforce.com,,com.salesforce,,,https://bintray.com/salesforce,https://dl.bintray.com/salesforce/maven/,https://github.com/salesforce
,Retail Proximity & IoT Marketing,SalesWarp,saleswarp.com,,,,,,,https://github.com/saleswarp
,Ecommerce Platforms & Carts,SAP Hybris,hybris.com,,com.hybris.mobile.,,,,,https://github.com/hybris
,Mobile Marketing,Sapho,sapho.com,,,,,,,https://github.com/sapho
,Business/Customer Intelligence & Data Science,SAS,sas.com,,com.sas.,,,https://bintray.com/sas,,https://github.com/sas
,,Sauce Labs,,,,,,https://bintray.com/SauceLabs,,https://github.com/SauceLabs
,Retail Proximity & IoT Marketing,Scala,scala.com,,com.scala.mamp.,,,https://bintray.com/scala,,https://github.com/scala
ETIP,,Scandit,scandit.com,,com.scandit,,,,,
,Mobile Marketing,Scanova,scanova.io,,,,,,,https://github.com/scanova
ETIP,,Schibsted,schibsted.com,,.schibsted,,,,,
ETIP,,Score Card Research,scorecardresearch.com,,,,,,,
,,Secco Squared,seccosquared.com,USA,,,,,,https://github.com/seccosquared
,Mobile & Web Analytics,SeeVolution,seevolution.com,,,,,,,https://github.com/seevolution
ETIP,Customer Data Platform,Segment,segment.com,,com.segment.analytics,,,,,
,Mobile & Web Analytics,Seldon,seldon.io,,,,,,,https://github.com/seldon
,,SellAring,,,,,,,,
,Marketing Automation & Campaign/Lead Management,Selligent,selligent.com,,com.selligent.sdk,,,https://bintray.com/selligent,,https://github.com/selligent
,,SendDroid,senddroid.com,USA,,,,,,https://github.com/senddroid
ETIP,,Sense360,sense360.com,,com.sense360.android.quinoa.lib.sense360,,,,,
,Retail Proximity & IoT Marketing,Sensorberg,sensorberg.com,,com.sensorberg.sdk,,,https://bintray.com/sensorberg,https://dl.bintray.com/sensorberg/maven/,https://github.com/sensorberg
ETIP,,Sensoro,sensoro.com,,com.sensoro.beacon.kit.|com.sensoro.cloud,,,,,
ETIP,Retail Proximity & IoT Marketing,Sentiance,sentiance.com,,com.sentiance.sdk,,,,,
,Mobile & Web Analytics,SessionCam,sessioncam.com,,,,,,,https://github.com/sessioncam
,Mobile Marketing,SessionM,sessionm.com,USA,com.sessionm,,,,,https://github.com/sessionm
,,Seventynine,seventynine.mobi,India,,,,,,https://github.com/seventynine
ETIP,Mobile Marketing,ShallWeAd,shallwead.com,,com.jm.co.shallwead.sdk.|com.co.shallwead.sdk,,,,,
,Native/Content Advertising,Shareaholic,shareaholic.com,,,,,,,https://github.com/shareaholic
,Mobile & Web Analytics,Sharepoint Vitals,sharepointvitals.com,,,,,,,
,Native/Content Advertising,Sharethrough,sharethrough.com,,com.sharethrough.android.sdk,,,,,https://github.com/sharethrough
,Retail Proximity & IoT Marketing,Shazam,shazam.com,USA,com.shazam.,,,https://bintray.com/shazam,,https://github.com/shazam
,Mobile Marketing,Shelfbucks,shelfbucks.com,,,,,,,https://github.com/shelfbucks
,Ecommerce Platforms & Carts,Shopify,shopify.com,,com.shopify.sdk,,,https://bintray.com/shopify,,https://github.com/shopify
ETIP,Mobile Marketing,Shopkick,shopkick.com,,com.shopkick,,,,,
,Retail Proximity & IoT Marketing,ShopperTrack,shoppertrak.com,,,,,,,
,Mobile Marketing,Shopular,shopular.com,,,,,,,
,Retail Proximity & IoT Marketing,Sigfox,sigfox.com,,,,,,,https://github.com/sigfox
ETIP,Mobile Marketing,Signal360,signal360.com,,com.signal360.sdk|com.sonicnotify.sdk.core.|com.rnsignal360,,,,,
,Mobile & Web Analytics,Silktide Insites,silktide.com,,,,,,,https://github.com/silktide
ETIP,,SilverPush,silverpush.co,,com.silverpush,,,,,
,Mobile Marketing,SIM Partners,simpartners.com,,,,,,,https://github.com/simpartners
,Mobile Marketing,SimpleTexting,simpletexting.com,,,,,,,
ETIP,,Singlespot,singlespot.com,,com.sptproximitykit,,,,,
,,SiteScout,sitescout.com,Canada,,,,,,https://github.com/sitescout
,Mobile & Web Analytics,SiteTracker,sitetracker.com,,,,,,,https://github.com/sitetracker
,Mobile Marketing,Sito Mobile,sitomobile.com,,,,,,,
ETIP,,Sizmek,sizmek.com,,.sizmek.,serving-sys\.com,,,,
,,SK Planet (aka TAD),,,,,,https://bintray.com/SKPlanet,,https://github.com/SKPlanet
ETIP,,SK planet Tad,skplanet.com,,com.skplanet.tad,,,,,
,Mobile Marketing,Skyhook,skyhookwireless.com,,com.skyhookwireless.,,,,,https://github.com/skyhookwireless
,,SkyRocket (ex Burstly),burstly.com,USA,com.burstly,,,,,https://github.com/burstly
,Mobile & Web Analytics,SkyStats,skystats.com,,,,,,,
,Mobile Marketing,SlickText,slicktext.com,,,,,,,https://github.com/slicktext
ETIP,Mobile Marketing,Smaato,smaato.com,USA,com.smaato.soma,,,,,
,Mobile Marketing,Smadex,smadex.com,Spain,,,,,,https://github.com/smadex
,,Smart AD,smartad.eu,Estonia,,,,,,https://github.com/smartad
ETIP,Display & Programmatic Advertising,Smart AdServer,smartadserver.com,USA,com.smartadserver.,adsrvr\.org|akamai\.smartadserver\.com|cdn1\.smartadserver\.com|diff\.smartadserver\.com|diff2\.smartadserver\.com|diff3\.smartadserver\.com|eqx\.smartadserver\.com|gallery\.smartadserver\.com|im2\.smartadserver\.com|itx5-publicidad\.smartadserver\.com|itx5\.smartadserver\.com|preview\.smartadserver\.com|rtb-csync\.smartadserver\.com|saspreview\.com|smartadserver\.ru|smartadserver\.com|tmk\.smartadserver\.com|insight\.adsrvr\.org|js\.adsrvr\.org|match\.adsrvr\.org|usw\-lax\.adsrvr\.org,,,,
,,SmartFoxServer,smartfoxserver.com,,com.smartfoxserver,,,,,https://github.com/smartfoxserver
ETIP,,SmartLook,smartlook.com,,com.smartlook.sdk.smartlook.,smartlook\.com,,,,
,,SMARTMAD,smartmad.com,,cn.smartmad,,,,,https://github.com/smartmad
,Retail Proximity & IoT Marketing,Smartwhere,smartwhere.com,,,,,https://bintray.com/smartwhere,,https://github.com/smartwhere
,,Smobiad,smobiad.com,Hungary,,,,,,https://github.com/smobiad
,,Smowtion,smowtion.com,USA,,,,,,
,Mobile Marketing,SMS Workflow,smsworkflow.com,,,,,,,https://github.com/smsworkflow
,,Snakk Media,snakkmedia.com,Australia,,,,,,https://github.com/snakkmedia
,Mobile Marketing,Snapmobl,snapmobl.com,,,,,,,
,Mobile & Web Analytics,Snoobi Analytics,snoobi.eu,,,,,,,https://github.com/snoobi
ETIP,Marketing Analytics Performance & Attribution,Snowplow Analytics,snowplowanalytics.com,,com.snowplowanalytics.,,,,,
,,Social Ingot,socialingot.com,USA,,,,,,
,Retail Proximity & IoT Marketing,Social retail,digitalsocialretail.com,,,,,,,https://github.com/digitalsocialretail
,,SocialClicks,socialclicks.com,Israel,,,,,,
,,SocialMoov,socialmoov.com,France,,,,,,
,Retail Proximity & IoT Marketing,SOLINK,solinkcorp.com,,,,,,,https://github.com/solinkcorp
ETIP,,Soomla,soomla.com,,com.soomla,,,,,
,Retail Proximity & IoT Marketing,Sparkfun,sparkfun.com,,,,,,,https://github.com/sparkfun
,Mobile Marketing,Splicky,splicky.com,,,,,,,https://github.com/splicky
,Business/Customer Intelligence & Data Science,Splunk,splunk.com,,com.splunk.mint.,,,,,https://github.com/splunk
,,Sponsormob,sponsormob.com,Germany,,,,,,
,Customer Experience Service & Success,Sprinklr,sprinklr.com,,com.sprinklr.collaboration.,,,,,https://github.com/sprinklr
,Retail Proximity & IoT Marketing,SPS,spscommerce.com,,,,,,,https://github.com/spscommerce
,Advocacy Loyalty & Referrals,Square,squareup.com,,com.squareup.,,,,,https://github.com/squareup
,Native/Content Advertising,StackAdapt,stackadapt.com,,,,,,,https://github.com/stackadapt
,,Star-Advertising,star-advertising.com,Luxembourg,,,,,,
ETIP,Mobile Marketing,StartApp,startapp.com,USA (Global),com.startapp,,,,,
,,Startmeapp,startmeapp.com,Latin America,,,,,,
,Mobile & Web Analytics,StatCounter,statcounter.com,,,,,,,https://github.com/statcounter
,Mobile & Web Analytics,Statvoo.com,statvoo.com,,,,,,,https://github.com/statvoo
,Mobile & Web Analytics,Statwizards,statwizards.com,,,,,,,
,,Steema,steema.com,,com.steema,,,,,https://github.com/steema
,Mobile & Web Analytics,Sticky,sticky.ai,,,,,,,https://github.com/sticky
,Retail Proximity & IoT Marketing,StoreHippo,storehippo.com,,,,,,,
,Retail Proximity & IoT Marketing,STRATEGIC PRICING SOLUTIONS,stratpricing.com,,,,,,,
,Mobile & Web Analytics,StreamAnalyst,streamanalyst.com,,,,,,,
,Retail Proximity & IoT Marketing,Streamretail,streamrealty.com,,,,,,,
,Mobile Marketing,StreetHawk,streethawk.com,,,,,https://bintray.com/streethawk,,https://github.com/streethawk
,,StrikeAd,strikead.com,USA,,,,,,https://github.com/strikead
,Sales Automation Enablement & Intelligence,Sudo,sudouest.fr,,com.sudouest.android,,,,,
,Mobile Marketing,SUMOTEXT,sumotext.com,,,,,,,https://github.com/sumotext
ETIP,,Supersonic Ads,supersonicads.com,UK,com.supersonic.adapters.supersonicads|com.supersonicads.sdk,,,,,
,,Surikate,surikate.com,France,,,,,,https://github.com/surikate
,Interactive Content,SurveyMonkey,surveymonkey.com,,com.surveymonkey.surveymonkeyandroidsdk,,,https://bintray.com/surveymonkey,,https://github.com/surveymonkey
ETIP,Retail Proximity & IoT Marketing,Swirl,swirl.com,,com.swirl.ping.,,,,,
ETIP,Mobile Marketing,Swrve,swrve.com,USA,com.swrve.sdk,,,,,
